epirr_id,status,data_generating_centre,assay_type,experiment_type,uuid,inputs,inputs_ctl,original_read_length,original_read_length_ctl,trimmed_read_length,trimmed_read_length_ctl,software_version,chastity_passed,paired_end,analyzed_as_stranded,upload_date,data_file_path,epirr_id_without_version
IHECRE00000101.3,complete,BLUEPRINT,ChIP-Seq,H3K27ac,31b03180-586e-4b42-aa9e-2a124599ee9d,EGAR00001085097,EGAR00001085095,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000101.3.31b03180-586e-4b42-aa9e-2a124599ee9d.*,IHECRE00000101
IHECRE00000101.3,complete,BLUEPRINT,ChIP-Seq,H3K27me3,15b5016e-771a-4791-960d-6d40861428f9,EGAR00001085104,EGAR00001085095,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000101.3.15b5016e-771a-4791-960d-6d40861428f9.*,IHECRE00000101
IHECRE00000101.3,complete,BLUEPRINT,ChIP-Seq,H3K36me3,06d0440d-166a-4bfb-8784-29eb25ba34d7,EGAR00001085103,EGAR00001085095,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000101.3.06d0440d-166a-4bfb-8784-29eb25ba34d7.*,IHECRE00000101
IHECRE00000101.3,complete,BLUEPRINT,ChIP-Seq,H3K4me1,16a3040f-b17c-4d67-9177-3d83db7f277e,EGAR00001085098,EGAR00001085095,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000101.3.16a3040f-b17c-4d67-9177-3d83db7f277e.*,IHECRE00000101
IHECRE00000101.3,complete,BLUEPRINT,ChIP-Seq,H3K4me3,7aca552f-d7f4-4773-8438-94768d4b35a1,EGAR00001085096,EGAR00001085095,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000101.3.7aca552f-d7f4-4773-8438-94768d4b35a1.*,IHECRE00000101
IHECRE00000101.3,complete,BLUEPRINT,ChIP-Seq,H3K9me3,728f2424-573a-4743-bf7a-a87d17545a80,EGAR00001096245,EGAR00001085095,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000101.3.728f2424-573a-4743-bf7a-a87d17545a80.*,IHECRE00000101
IHECRE00000101.3,complete,BLUEPRINT,RNA-Seq,total-RNA-Seq,0f199918-007d-4f4f-8e9b-f047093800ab,EGAR00001090650,nan,76,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,05-06-2022,incoming/RNA-Seq/05-06-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00000101.3.0f199918-007d-4f4f-8e9b-f047093800ab.*,IHECRE00000101
IHECRE00000101.3,complete,BLUEPRINT,WGBS,standard,6d7d6c61-baf0-41be-9592-d4ea052f685a,EGAR00001101453;EGAR00001101456;EGAR00001101457;EGAR00001101458;EGAR00001101467;EGAR00001101470;EGAR00001101471;EGAR00001101472;EGAR00001101491;EGAR00001101492;EGAR00001302936;EGAR00001302939;EGAR00001302940;EGAR00001302941;EGAR00001302950;EGAR00001302953;EGAR00001302954;EGAR00001302955;EGAR00001302974;EGAR00001302975,nan,100;101;101;101;101;101;101;101;101;101,nan,100;101,nan,ihec-wgbs-containerv3.5.0,nan,true,nan,05-07-2021,incoming/WGBS/05-07-2021/ihec.wgbs.ihec-gembs-containerv3.5.0.IHECRE00000101.3.6d7d6c61-baf0-41be-9592-d4ea052f685a.*,IHECRE00000101
IHECRE00000102.3,partial,BLUEPRINT,ChIP-Seq,H3K27ac,147956ac-a448-41ba-9bc2-3920eef060e7,EGAR00001288445;EGAR00001288463;EGAR00001288465,EGAR00001142988,42;42;42,42,42;42;42,42,ihec-chipseq-containerv1.1.4,true,false,nan,04-23-2022,incoming/ChIP-Seq/04-22-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000102.3.147956ac-a448-41ba-9bc2-3920eef060e7.*,IHECRE00000102
IHECRE00000102.3,partial,BLUEPRINT,ChIP-Seq,H3K27me3,37cfee78-a474-4445-82db-a3e93b7d28b1,EGAR00001228611,EGAR00001142988,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,04-23-2022,incoming/ChIP-Seq/04-22-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000102.3.37cfee78-a474-4445-82db-a3e93b7d28b1.*,IHECRE00000102
IHECRE00000102.3,partial,BLUEPRINT,ChIP-Seq,H3K36me3,ea13b248-c426-4b85-9c14-cf605110cedf,EGAR00001228609,EGAR00001142988,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,04-23-2022,incoming/ChIP-Seq/04-22-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000102.3.ea13b248-c426-4b85-9c14-cf605110cedf.*,IHECRE00000102
IHECRE00000102.3,partial,BLUEPRINT,ChIP-Seq,H3K4me1,3c8c0e45-c46b-47ef-8c85-ec66d3f4b8a0,EGAR00001228610,EGAR00001142988,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,04-23-2022,incoming/ChIP-Seq/04-22-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000102.3.3c8c0e45-c46b-47ef-8c85-ec66d3f4b8a0.*,IHECRE00000102
IHECRE00000102.3,partial,BLUEPRINT,ChIP-Seq,H3K4me3,29b84768-f4e0-487a-9b02-1a1a13b3d8b5,EGAR00001185139,EGAR00001142988,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,04-23-2022,incoming/ChIP-Seq/04-22-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000102.3.29b84768-f4e0-487a-9b02-1a1a13b3d8b5.*,IHECRE00000102
IHECRE00000102.3,partial,BLUEPRINT,ChIP-Seq,H3K9me3,683e0676-a9ec-4dd5-aad5-53c41f705ebd,EGAR00001228064,EGAR00001142988,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,04-23-2022,incoming/ChIP-Seq/04-22-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000102.3.683e0676-a9ec-4dd5-aad5-53c41f705ebd.*,IHECRE00000102
IHECRE00000103.3,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,e58086c9-d377-4bf2-a42d-ad94f6d0043d,EGAR00001072704,nan,76,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,05-06-2022,incoming/RNA-Seq/05-06-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00000103.3.e58086c9-d377-4bf2-a42d-ad94f6d0043d.*,IHECRE00000103
IHECRE00000104.2,partial,BLUEPRINT,WGBS,standard,4e9fd09d-70b1-4411-a14b-22f15815039b,EGAR00001132210;EGAR00001132213;EGAR00001132216;EGAR00001132219;EGAR00001132222;EGAR00001132225;EGAR00001132228;EGAR00001132255;EGAR00001132195;EGAR00001132202;EGAR00001132207,nan,101;101;101;101;101;101;101;101;101;101;101,nan,101;101,nan,ihec-wgbs-containerv3.5.0,nan,true,nan,05-07-2021,incoming/WGBS/05-07-2021/ihec.wgbs.ihec-gembs-containerv3.5.0.IHECRE00000104.2.4e9fd09d-70b1-4411-a14b-22f15815039b.*,IHECRE00000104
IHECRE00000105.3,complete,BLUEPRINT,ChIP-Seq,H3K27ac,75dc7695-5570-417f-b77e-a36e3462482f,EGAR00001185117,EGAR00001185149,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000105.3.75dc7695-5570-417f-b77e-a36e3462482f.*,IHECRE00000105
IHECRE00000105.3,complete,BLUEPRINT,ChIP-Seq,H3K36me3,fa7c889b-e561-4d9e-9f53-4d27307d9ee3,EGAR00001132133,EGAR00001185149,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000105.3.fa7c889b-e561-4d9e-9f53-4d27307d9ee3.*,IHECRE00000105
IHECRE00000105.3,complete,BLUEPRINT,ChIP-Seq,H3K4me1,23afb3bb-e4c6-4306-a2d5-720c4aa033b6,EGAR00001132146,EGAR00001185149,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000105.3.23afb3bb-e4c6-4306-a2d5-720c4aa033b6.*,IHECRE00000105
IHECRE00000105.3,complete,BLUEPRINT,ChIP-Seq,H3K4me3,350c6b67-eb4b-470a-ae25-ac89d63b764e,EGAR00001132131,EGAR00001185149,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000105.3.350c6b67-eb4b-470a-ae25-ac89d63b764e.*,IHECRE00000105
IHECRE00000105.3,complete,BLUEPRINT,RNA-Seq,total-RNA-Seq,73c8bcc0-c9d7-4392-83a5-bc7818dbf75a,EGAR00001137336,nan,76,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,05-06-2022,incoming/RNA-Seq/05-06-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00000105.3.73c8bcc0-c9d7-4392-83a5-bc7818dbf75a.*,IHECRE00000105
IHECRE00000105.3,complete,BLUEPRINT,WGBS,standard,01fe5279-f471-41c8-afbe-88a52f784217,EGAR00001152206;EGAR00001152210;EGAR00001152214;EGAR00001152218;EGAR00001152233;EGAR00001152237;EGAR00001152251;EGAR00001152266;EGAR00001152270;EGAR00001152299;EGAR00001152303;EGAR00001152307;EGAR00001152311;EGAR00001152341,nan,101;101;101;101;101;101;101;101;101;101;101;101;101;101,nan,101,nan,ihec-wgbs-containerv3.5.0,nan,true,nan,05-07-2021,incoming/WGBS/05-07-2021/ihec.wgbs.ihec-gembs-containerv3.5.0.IHECRE00000105.3.01fe5279-f471-41c8-afbe-88a52f784217.*,IHECRE00000105
IHECRE00000106.3,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,73994b77-657f-4ec4-b49a-5111f67df4b3,EGAR00001246138,nan,76,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,05-06-2022,incoming/RNA-Seq/05-06-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00000106.3.73994b77-657f-4ec4-b49a-5111f67df4b3.*,IHECRE00000106
IHECRE00000107.3,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,b2501875-d182-47ec-be7f-953083468d50,EGAR00001228964,nan,42,nan,42,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00000107.3.b2501875-d182-47ec-be7f-953083468d50.*,IHECRE00000107
IHECRE00000108.3,partial,BLUEPRINT,ChIP-Seq,H3K27me3,4db053ce-8295-4260-b85c-037c27808c5a,EGAR00001132179,EGAR00001334411,42,43,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000108.3.4db053ce-8295-4260-b85c-037c27808c5a.*,IHECRE00000108
IHECRE00000108.3,partial,BLUEPRINT,ChIP-Seq,H3K36me3,a761965a-8151-49d8-91b7-eec8ec047685,EGAR00001143003,EGAR00001334411,42,43,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000108.3.a761965a-8151-49d8-91b7-eec8ec047685.*,IHECRE00000108
IHECRE00000108.3,partial,BLUEPRINT,ChIP-Seq,H3K4me3,2aaf23d7-ed56-4387-ab1c-b22d48374b00,EGAR00001132178,EGAR00001334411,42,43,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000108.3.2aaf23d7-ed56-4387-ab1c-b22d48374b00.*,IHECRE00000108
IHECRE00000109.3,complete,BLUEPRINT,ChIP-Seq,H3K27ac,2aaf9761-ce55-4643-a036-4127de3f8454,EGAR00001228092;EGAX00001069001,EGAR00001284401,42;42,101,42;75,75,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000109.3.2aaf9761-ce55-4643-a036-4127de3f8454.*,IHECRE00000109
IHECRE00000109.3,complete,BLUEPRINT,ChIP-Seq,H3K27me3,a2cb3210-5c24-4e50-835f-1201fe42af76,EGAR00001228060;EGAX00001069010,EGAR00001284401,42;42,101,42;75,75,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000109.3.a2cb3210-5c24-4e50-835f-1201fe42af76.*,IHECRE00000109
IHECRE00000109.3,complete,BLUEPRINT,ChIP-Seq,H3K36me3,dccfcc68-924e-49b1-92e4-cb32ee0b138a,EGAR00001228058;EGAX00001069000,EGAR00001284401,42;42,101,42;75,75,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000109.3.dccfcc68-924e-49b1-92e4-cb32ee0b138a.*,IHECRE00000109
IHECRE00000109.3,complete,BLUEPRINT,ChIP-Seq,H3K4me1,a2e82134-9d99-4d51-94f0-98e7b6fd05a2,EGAR00001072377;EGAR00001228059,EGAR00001284401,101;42,101,42;75,75,ihec-chipseq-containerv1.1.4,true,false,nan,11-26-2021,incoming/ChIP-Seq/11-29-2021/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000109.3.a2e82134-9d99-4d51-94f0-98e7b6fd05a2.*,IHECRE00000109
IHECRE00000109.3,complete,BLUEPRINT,ChIP-Seq,H3K4me3,dac2863a-97d7-49b7-ade5-689fe2b80f64,EGAR00001228094;EGAX00001068999,EGAR00001284401,42;42,101,42;75,75,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000109.3.dac2863a-97d7-49b7-ade5-689fe2b80f64.*,IHECRE00000109
IHECRE00000109.3,complete,BLUEPRINT,ChIP-Seq,H3K9me3,5ba43b20-6417-4623-a4bf-5087e9f8a951,EGAR00001228093;EGAR00001072378,EGAR00001284401,42;42,101,42;75,75,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000109.3.5ba43b20-6417-4623-a4bf-5087e9f8a951.*,IHECRE00000109
IHECRE00000109.3,complete,BLUEPRINT,RNA-Seq,total-RNA-Seq,3d199e56-119a-4756-9320-22ea117f1578,EGAR00001072700,nan,76,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,05-06-2022,incoming/RNA-Seq/05-06-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00000109.3.3d199e56-119a-4756-9320-22ea117f1578.*,IHECRE00000109
IHECRE00000109.3,complete,BLUEPRINT,WGBS,standard,3e7b6be6-ec40-47d4-a333-074495e0114e,EGAR00001090555;EGAR00001090556;EGAR00001090557;EGAR00001090558;EGAR00001090559;EGAR00001090560;EGAR00001090561;EGAR00001090562;EGAR00001090563;EGAR00001090564;EGAR00001090565;EGAR00001090566;EGAR00001090567;EGAR00001090568;EGAR00001090569;EGAR00001090570;EGAR00001090571;EGAR00001090572;EGAR00001090573;EGAR00001302838;EGAR00001302839;EGAR00001302840;EGAR00001302841;EGAR00001302842;EGAR00001302843;EGAR00001302844;EGAR00001302845;EGAR00001302846;EGAR00001302847;EGAR00001302848;EGAR00001302849;EGAR00001302850;EGAR00001302851;EGAR00001302852;EGAR00001302853;EGAR00001302854;EGAR00001302855;EGAR00001302856,nan,101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101,nan,101,nan,ihec-wgbs-containerv3.5.0,nan,true,nan,05-07-2021,incoming/WGBS/05-07-2021/ihec.wgbs.ihec-gembs-containerv3.5.0.IHECRE00000109.3.3e7b6be6-ec40-47d4-a333-074495e0114e.*,IHECRE00000109
IHECRE00000110.3,partial,BLUEPRINT,RNA-Seq,mRNA-Seq,e9546788-ff77-46e2-bb4a-3864771e14f2,EGAR00001131818;EGAR00001131819;EGAR00001131820,nan,100;100;100,nan,75;75;75,nan,ihec-rnaseq-containerv1.1.0,true,true,false,05-06-2022,incoming/RNA-Seq/05-06-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00000110.3.e9546788-ff77-46e2-bb4a-3864771e14f2.*,IHECRE00000110
IHECRE00000112.3,complete,BLUEPRINT,ChIP-Seq,H3K27ac,82db9956-8c8a-45e2-94d6-753768151911,EGAR00001185152,EGAR00001143039,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000112.3.82db9956-8c8a-45e2-94d6-753768151911.*,IHECRE00000112
IHECRE00000112.3,complete,BLUEPRINT,ChIP-Seq,H3K27me3,ba9a9ae4-301c-4765-b993-8cd1b73402f2,EGAR00001132184,EGAR00001143039,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000112.3.ba9a9ae4-301c-4765-b993-8cd1b73402f2.*,IHECRE00000112
IHECRE00000112.3,complete,BLUEPRINT,ChIP-Seq,H3K36me3,7e213301-c12d-4787-8a88-0e6403a4c366,EGAR00001132182,EGAR00001143039,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000112.3.7e213301-c12d-4787-8a88-0e6403a4c366.*,IHECRE00000112
IHECRE00000112.3,complete,BLUEPRINT,ChIP-Seq,H3K4me1,5e5dc2b5-6b90-475b-8a33-2a370a46ad3b,EGAR00001132183,EGAR00001143039,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000112.3.5e5dc2b5-6b90-475b-8a33-2a370a46ad3b.*,IHECRE00000112
IHECRE00000112.3,complete,BLUEPRINT,ChIP-Seq,H3K4me3,e8b08299-c713-4837-8777-697edd78e8c4,EGAR00001132143,EGAR00001143039,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000112.3.e8b08299-c713-4837-8777-697edd78e8c4.*,IHECRE00000112
IHECRE00000112.3,complete,BLUEPRINT,ChIP-Seq,H3K9me3,70c8a584-589d-45af-8833-4d3679bc107c,EGAR00001132097,EGAR00001143039,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000112.3.70c8a584-589d-45af-8833-4d3679bc107c.*,IHECRE00000112
IHECRE00000112.3,complete,BLUEPRINT,RNA-Seq,total-RNA-Seq,5c5dc2cc-ea37-4995-b44a-429d87580e2e,EGAR00001137345,nan,76,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,05-06-2022,incoming/RNA-Seq/05-06-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00000112.3.5c5dc2cc-ea37-4995-b44a-429d87580e2e.*,IHECRE00000112
IHECRE00000112.3,complete,BLUEPRINT,WGBS,standard,c557a1be-7ab4-4547-b9b1-12de86560a12,EGAR00001152223;EGAR00001152227;EGAR00001152245;EGAR00001152256;EGAR00001152260;EGAR00001152278;EGAR00001152282;EGAR00001152286;EGAR00001152290;EGAR00001152316;EGAR00001152320;EGAR00001152324;EGAR00001152328;EGAR00001152335,nan,101;101;101;101;101;101;101;101;101;101;101;101;101;101,nan,101,nan,ihec-wgbs-containerv3.5.0,nan,true,nan,05-07-2021,incoming/WGBS/05-07-2021/ihec.wgbs.ihec-gembs-containerv3.5.0.IHECRE00000112.3.c557a1be-7ab4-4547-b9b1-12de86560a12.*,IHECRE00000112
IHECRE00000113.3,partial,BLUEPRINT,ChIP-Seq,H3K27me3,166f50f1-f98a-41a1-a473-ae4658bdee6b,EGAR00001142983,EGAR00001143041,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000113.3.166f50f1-f98a-41a1-a473-ae4658bdee6b.*,IHECRE00000113
IHECRE00000113.3,partial,BLUEPRINT,ChIP-Seq,H3K36me3,0fd678d3-806f-45f4-bb1b-d04e7dc7ef25,EGAR00001132163,EGAR00001143041,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000113.3.0fd678d3-806f-45f4-bb1b-d04e7dc7ef25.*,IHECRE00000113
IHECRE00000113.3,partial,BLUEPRINT,ChIP-Seq,H3K9me3,796db526-14fd-4e27-aad8-4d97a64708a1,EGAR00001143030,EGAR00001143041,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000113.3.796db526-14fd-4e27-aad8-4d97a64708a1.*,IHECRE00000113
IHECRE00000114.3,partial,BLUEPRINT,ChIP-Seq,H3K27ac,30a1f47f-d4ba-49eb-8733-383d99fb4beb,EGAR00001185086,EGAR00001185151,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000114.3.30a1f47f-d4ba-49eb-8733-383d99fb4beb.*,IHECRE00000114
IHECRE00000114.3,partial,BLUEPRINT,ChIP-Seq,H3K27me3,af9b463f-27e3-4846-8f3d-3a3c81b67203,EGAR00001185142,EGAR00001185151,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000114.3.af9b463f-27e3-4846-8f3d-3a3c81b67203.*,IHECRE00000114
IHECRE00000114.3,partial,BLUEPRINT,ChIP-Seq,H3K36me3,f5f9aae4-7181-48b9-a804-5ee7335a8d0a,EGAR00001185134,EGAR00001185151,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000114.3.f5f9aae4-7181-48b9-a804-5ee7335a8d0a.*,IHECRE00000114
IHECRE00000114.3,partial,BLUEPRINT,ChIP-Seq,H3K4me1,8c75a940-a35d-4447-ac14-e6e89a45480e,EGAR00001185141,EGAR00001185151,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000114.3.8c75a940-a35d-4447-ac14-e6e89a45480e.*,IHECRE00000114
IHECRE00000114.3,partial,BLUEPRINT,ChIP-Seq,H3K4me3,361d4041-91e5-4d49-8e5c-f7ad95451527,EGAR00001185147,EGAR00001185151,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000114.3.361d4041-91e5-4d49-8e5c-f7ad95451527.*,IHECRE00000114
IHECRE00000114.3,partial,BLUEPRINT,ChIP-Seq,H3K9me3,69d3fe19-c608-4bcc-8e11-15401af8f6f5,EGAR00001185143,EGAR00001185151,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,12-17-2020,incoming/ChIP-Seq/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000114.3.69d3fe19-c608-4bcc-8e11-15401af8f6f5.*,IHECRE00000114
IHECRE00000115.3,partial,BLUEPRINT,RNA-Seq,mRNA-Seq,ca02a8cb-fbc2-420e-b067-12aaa711f501,EGAR00001072400,nan,100,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,false,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00000115.3.ca02a8cb-fbc2-420e-b067-12aaa711f501.*,IHECRE00000115
IHECRE00000117.3,partial,BLUEPRINT,ChIP-Seq,H3K27ac,1e0e7359-d0fc-4785-934d-210b6a55e164,EGAR00001227981,EGAR00001100410;EGAR00001288460,43,42;44,43,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000117.3.1e0e7359-d0fc-4785-934d-210b6a55e164.*,IHECRE00000117
IHECRE00000117.3,partial,BLUEPRINT,ChIP-Seq,H3K4me1,418aa57e-f62e-4a1d-87c7-f2e25a9791b0,EGAR00001227982,EGAR00001100410;EGAR00001288460,43,42;44,43,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000117.3.418aa57e-f62e-4a1d-87c7-f2e25a9791b0.*,IHECRE00000117
IHECRE00000117.3,partial,BLUEPRINT,ChIP-Seq,H3K4me3,2153baae-95ab-42de-9b4e-d3cf9a13e38c,EGAR00001227980,EGAR00001100410;EGAR00001288460,43,42;44,43,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000117.3.2153baae-95ab-42de-9b4e-d3cf9a13e38c.*,IHECRE00000117
IHECRE00000118.3,partial,BLUEPRINT,ChIP-Seq,H3K27ac,16743ce5-3234-49cf-a0b6-1026055f38a0,EGAR00001129861,EGAR00001129853,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,04-23-2022,incoming/ChIP-Seq/04-22-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000118.3.16743ce5-3234-49cf-a0b6-1026055f38a0.*,IHECRE00000118
IHECRE00000118.3,partial,BLUEPRINT,ChIP-Seq,H3K27me3,7dd94901-f224-4102-9aa9-ffd12ef7f061,EGAR00001129855,EGAR00001129853,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,04-23-2022,incoming/ChIP-Seq/04-22-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000118.3.7dd94901-f224-4102-9aa9-ffd12ef7f061.*,IHECRE00000118
