EpiRR	EpiRR_status	project	metadata	value
IHECRE00002446.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002446.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002446.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002446.1	Partial	BLUEPRINT	disease	None
IHECRE00002446.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000624;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002446.1	Partial	BLUEPRINT	donor_age	60 - 65
IHECRE00002446.1	Partial	BLUEPRINT	phenotype	CL:0000624;PATO:0000461;UBERON:0013756
IHECRE00002446.1	Partial	BLUEPRINT	cell_type	CD4-positive, alpha-beta T cell
IHECRE00002446.1	Partial	BLUEPRINT	markers	CD3+ CD4+ CD45RA+
IHECRE00002446.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002446.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002447.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002447.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002447.1	Partial	BLUEPRINT	donor_id	S00Q5R
IHECRE00002447.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002447.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002447.1	Partial	BLUEPRINT	donor_sex	Male
IHECRE00002447.1	Partial	BLUEPRINT	subject_id	S00Q5R
IHECRE00002447.1	Partial	BLUEPRINT	gender	male
IHECRE00002447.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002447.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002447.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002447.1	Partial	BLUEPRINT	disease	None
IHECRE00002447.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000624;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002447.1	Partial	BLUEPRINT	donor_age	70 - 75
IHECRE00002447.1	Partial	BLUEPRINT	phenotype	CL:0000624;PATO:0000461;UBERON:0013756
IHECRE00002447.1	Partial	BLUEPRINT	cell_type	CD4-positive, alpha-beta T cell
IHECRE00002447.1	Partial	BLUEPRINT	markers	CD3+ CD4+ CD45RA+
IHECRE00002447.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002447.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002448.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002448.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002448.1	Partial	BLUEPRINT	donor_id	S00TA5
IHECRE00002448.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002448.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002448.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002448.1	Partial	BLUEPRINT	subject_id	S00TA5
IHECRE00002448.1	Partial	BLUEPRINT	gender	female
IHECRE00002448.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002448.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002448.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002448.1	Partial	BLUEPRINT	disease	None
IHECRE00002448.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0002057;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002448.1	Partial	BLUEPRINT	donor_age	65 - 70
IHECRE00002448.1	Partial	BLUEPRINT	phenotype	CL:0002057;PATO:0000461;UBERON:0013756
IHECRE00002448.1	Partial	BLUEPRINT	cell_type	CD14-positive, CD16-negative classical monocyte
IHECRE00002448.1	Partial	BLUEPRINT	markers	CD14+ CD16-
IHECRE00002448.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002448.1	Partial	BLUEPRINT	molecule	genomic DNA
IHECRE00002448.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002449.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002449.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002449.1	Partial	BLUEPRINT	donor_id	S001GV
IHECRE00002449.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002449.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002449.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002449.1	Partial	BLUEPRINT	subject_id	S001GV
IHECRE00002449.1	Partial	BLUEPRINT	gender	female
IHECRE00002449.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002449.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002449.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002449.1	Partial	BLUEPRINT	disease	None
IHECRE00002449.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000096;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002449.1	Partial	BLUEPRINT	donor_age	60 - 65
IHECRE00002449.1	Partial	BLUEPRINT	phenotype	CL:0000096;PATO:0000461;UBERON:0013756
IHECRE00002449.1	Partial	BLUEPRINT	cell_type	mature neutrophil
IHECRE00002449.1	Partial	BLUEPRINT	markers	CD66b+ CD16+
IHECRE00002449.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002449.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002450.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002450.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002450.1	Partial	BLUEPRINT	donor_id	S007F9
IHECRE00002450.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002450.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002450.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002450.1	Partial	BLUEPRINT	subject_id	S007F9
IHECRE00002450.1	Partial	BLUEPRINT	gender	female
IHECRE00002450.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002450.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002450.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002450.1	Partial	BLUEPRINT	disease	None
IHECRE00002450.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0002057;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002450.1	Partial	BLUEPRINT	donor_age	65 - 70
IHECRE00002450.1	Partial	BLUEPRINT	phenotype	CL:0002057;PATO:0000461;UBERON:0013756
IHECRE00002450.1	Partial	BLUEPRINT	cell_type	CD14-positive, CD16-negative classical monocyte
IHECRE00002450.1	Partial	BLUEPRINT	markers	CD14+ CD16-
IHECRE00002450.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002450.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002451.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002451.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002451.1	Partial	BLUEPRINT	donor_id	S0021K
IHECRE00002451.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002451.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002451.1	Partial	BLUEPRINT	donor_sex	Male
IHECRE00002451.1	Partial	BLUEPRINT	subject_id	S0021K
IHECRE00002451.1	Partial	BLUEPRINT	gender	male
IHECRE00002451.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002451.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002451.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002451.1	Partial	BLUEPRINT	disease	None
IHECRE00002451.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0002057;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002451.1	Partial	BLUEPRINT	donor_age	35 - 40
IHECRE00002451.1	Partial	BLUEPRINT	phenotype	CL:0002057;PATO:0000461;UBERON:0013756
IHECRE00002451.1	Partial	BLUEPRINT	cell_type	CD14-positive, CD16-negative classical monocyte
IHECRE00002451.1	Partial	BLUEPRINT	markers	CD14+ CD16-
IHECRE00002451.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002451.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002452.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002452.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002452.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002452.1	Partial	BLUEPRINT	donor_id	S001GV
IHECRE00002452.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002452.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002452.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002452.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002452.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000624;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002452.1	Partial	BLUEPRINT	disease	None
IHECRE00002452.1	Partial	BLUEPRINT	donor_age	60 - 65
IHECRE00002452.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002452.1	Partial	BLUEPRINT	cell_type	CD4-positive, alpha-beta T cell
IHECRE00002452.1	Partial	BLUEPRINT	gender	female
IHECRE00002452.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002453.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002453.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002453.1	Partial	BLUEPRINT	donor_id	S003JH
IHECRE00002453.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002453.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002453.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002453.1	Partial	BLUEPRINT	subject_id	S003JH
IHECRE00002453.1	Partial	BLUEPRINT	gender	female
IHECRE00002453.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002453.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002453.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002453.1	Partial	BLUEPRINT	disease	None
IHECRE00002453.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000096;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002453.1	Partial	BLUEPRINT	donor_age	65 - 70
IHECRE00002453.1	Partial	BLUEPRINT	phenotype	CL:0000096;PATO:0000461;UBERON:0013756
IHECRE00002453.1	Partial	BLUEPRINT	cell_type	mature neutrophil
IHECRE00002453.1	Partial	BLUEPRINT	markers	CD66b+ CD16+
IHECRE00002453.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002453.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002454.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002454.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002454.1	Partial	BLUEPRINT	donor_id	S00JYY
IHECRE00002454.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002454.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002454.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002454.1	Partial	BLUEPRINT	subject_id	S00JYY
IHECRE00002454.1	Partial	BLUEPRINT	gender	female
IHECRE00002454.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002454.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002454.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002454.1	Partial	BLUEPRINT	disease	None
IHECRE00002454.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000096;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002454.1	Partial	BLUEPRINT	donor_age	65 - 70
IHECRE00002454.1	Partial	BLUEPRINT	phenotype	CL:0000096;PATO:0000461;UBERON:0013756
IHECRE00002454.1	Partial	BLUEPRINT	cell_type	mature neutrophil
IHECRE00002454.1	Partial	BLUEPRINT	markers	CD66b+ CD16+
IHECRE00002454.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002454.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002455.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002455.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002455.1	Partial	BLUEPRINT	donor_id	S00PYA
IHECRE00002455.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002455.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002455.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002455.1	Partial	BLUEPRINT	subject_id	S00PYA
IHECRE00002455.1	Partial	BLUEPRINT	gender	female
IHECRE00002455.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002455.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002455.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002455.1	Partial	BLUEPRINT	disease	None
IHECRE00002455.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000624;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002455.1	Partial	BLUEPRINT	donor_age	65 - 70
IHECRE00002455.1	Partial	BLUEPRINT	phenotype	CL:0000624;PATO:0000461;UBERON:0013756
IHECRE00002455.1	Partial	BLUEPRINT	cell_type	CD4-positive, alpha-beta T cell
IHECRE00002455.1	Partial	BLUEPRINT	markers	CD3+ CD4+ CD45RA+
IHECRE00002455.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002455.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002456.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002456.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002456.1	Partial	BLUEPRINT	donor_id	S00SPG
IHECRE00002456.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002456.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002456.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002456.1	Partial	BLUEPRINT	subject_id	S00SPG
IHECRE00002456.1	Partial	BLUEPRINT	gender	female
IHECRE00002456.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002456.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002456.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002456.1	Partial	BLUEPRINT	disease	None
IHECRE00002456.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0002057;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002456.1	Partial	BLUEPRINT	donor_age	50 - 55
IHECRE00002456.1	Partial	BLUEPRINT	phenotype	CL:0002057;PATO:0000461;UBERON:0013756
IHECRE00002456.1	Partial	BLUEPRINT	cell_type	CD14-positive, CD16-negative classical monocyte
IHECRE00002456.1	Partial	BLUEPRINT	markers	CD14+ CD16-
IHECRE00002456.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002456.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002457.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002457.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002457.1	Partial	BLUEPRINT	donor_id	S00SHW
IHECRE00002457.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002457.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002457.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002457.1	Partial	BLUEPRINT	subject_id	S00SHW
IHECRE00002457.1	Partial	BLUEPRINT	gender	female
IHECRE00002457.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002457.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002457.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002457.1	Partial	BLUEPRINT	disease	None
IHECRE00002457.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0002057;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002457.1	Partial	BLUEPRINT	donor_age	60 - 65
IHECRE00002457.1	Partial	BLUEPRINT	phenotype	CL:0002057;PATO:0000461;UBERON:0013756
IHECRE00002457.1	Partial	BLUEPRINT	cell_type	CD14-positive, CD16-negative classical monocyte
IHECRE00002457.1	Partial	BLUEPRINT	markers	CD14+ CD16-
IHECRE00002457.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002457.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002458.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002458.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002458.1	Partial	BLUEPRINT	donor_id	S00R0X
IHECRE00002458.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002458.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002458.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002458.1	Partial	BLUEPRINT	subject_id	S00R0X
IHECRE00002458.1	Partial	BLUEPRINT	gender	female
IHECRE00002458.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002458.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002458.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002458.1	Partial	BLUEPRINT	disease	None
IHECRE00002458.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0002057;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002458.1	Partial	BLUEPRINT	donor_age	60 - 65
IHECRE00002458.1	Partial	BLUEPRINT	phenotype	CL:0002057;PATO:0000461;UBERON:0013756
IHECRE00002458.1	Partial	BLUEPRINT	cell_type	CD14-positive, CD16-negative classical monocyte
IHECRE00002458.1	Partial	BLUEPRINT	markers	CD14+ CD16-
IHECRE00002458.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002458.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002459.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002459.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002459.1	Partial	BLUEPRINT	donor_id	S003R1
IHECRE00002459.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002459.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002459.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002459.1	Partial	BLUEPRINT	subject_id	S003R1
IHECRE00002459.1	Partial	BLUEPRINT	gender	female
IHECRE00002459.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002459.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002459.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002459.1	Partial	BLUEPRINT	disease	None
IHECRE00002459.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0002057;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002459.1	Partial	BLUEPRINT	donor_age	45 - 50
IHECRE00002459.1	Partial	BLUEPRINT	phenotype	CL:0002057;PATO:0000461;UBERON:0013756
IHECRE00002459.1	Partial	BLUEPRINT	cell_type	CD14-positive, CD16-negative classical monocyte
IHECRE00002459.1	Partial	BLUEPRINT	markers	CD14+ CD16-
IHECRE00002459.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002459.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002460.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002460.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002460.1	Partial	BLUEPRINT	donor_id	S00PCH
IHECRE00002460.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002460.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002460.1	Partial	BLUEPRINT	donor_sex	Male
IHECRE00002460.1	Partial	BLUEPRINT	subject_id	S00PCH
IHECRE00002460.1	Partial	BLUEPRINT	gender	male
IHECRE00002460.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002460.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002460.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002460.1	Partial	BLUEPRINT	disease	None
IHECRE00002460.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000096;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002460.1	Partial	BLUEPRINT	donor_age	60 - 65
IHECRE00002460.1	Partial	BLUEPRINT	phenotype	CL:0000096;PATO:0000461;UBERON:0013756
IHECRE00002460.1	Partial	BLUEPRINT	cell_type	mature neutrophil
IHECRE00002460.1	Partial	BLUEPRINT	markers	CD66b+ CD16+
IHECRE00002460.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002460.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002461.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002461.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002461.1	Partial	BLUEPRINT	donor_id	S00V65
IHECRE00002461.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002461.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002461.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002461.1	Partial	BLUEPRINT	subject_id	S00V65
IHECRE00002461.1	Partial	BLUEPRINT	gender	female
IHECRE00002461.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002461.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002461.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002461.1	Partial	BLUEPRINT	disease	None
IHECRE00002461.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000096;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002461.1	Partial	BLUEPRINT	donor_age	65 - 70
IHECRE00002461.1	Partial	BLUEPRINT	phenotype	CL:0000096;PATO:0000461;UBERON:0013756
IHECRE00002461.1	Partial	BLUEPRINT	cell_type	mature neutrophil
IHECRE00002461.1	Partial	BLUEPRINT	markers	CD66b+ CD16+
IHECRE00002461.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002461.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002462.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002462.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002462.1	Partial	BLUEPRINT	donor_id	S00W29
IHECRE00002462.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002462.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002462.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002462.1	Partial	BLUEPRINT	subject_id	S00W29
IHECRE00002462.1	Partial	BLUEPRINT	gender	female
IHECRE00002462.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002462.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002462.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002462.1	Partial	BLUEPRINT	disease	None
IHECRE00002462.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0002057;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002462.1	Partial	BLUEPRINT	donor_age	50 - 55
IHECRE00002462.1	Partial	BLUEPRINT	phenotype	CL:0002057;PATO:0000461;UBERON:0013756
IHECRE00002462.1	Partial	BLUEPRINT	cell_type	CD14-positive, CD16-negative classical monocyte
IHECRE00002462.1	Partial	BLUEPRINT	markers	CD14+ CD16-
IHECRE00002462.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002462.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002463.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002463.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002463.1	Partial	BLUEPRINT	donor_id	S00WP0
IHECRE00002463.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002463.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002463.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002463.1	Partial	BLUEPRINT	subject_id	S00WP0
IHECRE00002463.1	Partial	BLUEPRINT	gender	female
IHECRE00002463.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002463.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002463.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002463.1	Partial	BLUEPRINT	disease	None
IHECRE00002463.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000624;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002463.1	Partial	BLUEPRINT	donor_age	65 - 70
IHECRE00002463.1	Partial	BLUEPRINT	phenotype	CL:0000624;PATO:0000461;UBERON:0013756
IHECRE00002463.1	Partial	BLUEPRINT	cell_type	CD4-positive, alpha-beta T cell
IHECRE00002463.1	Partial	BLUEPRINT	markers	CD3+ CD4+ CD45RA+
IHECRE00002463.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002463.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002464.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002464.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002464.1	Partial	BLUEPRINT	donor_id	S011AZ
IHECRE00002464.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002464.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002464.1	Partial	BLUEPRINT	donor_sex	Female
IHECRE00002464.1	Partial	BLUEPRINT	subject_id	S011AZ
IHECRE00002464.1	Partial	BLUEPRINT	gender	female
IHECRE00002464.1	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00002464.1	Partial	BLUEPRINT	taxon_id	9606
IHECRE00002464.1	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00002464.1	Partial	BLUEPRINT	disease	None
IHECRE00002464.1	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000096;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00002464.1	Partial	BLUEPRINT	donor_age	60 - 65
IHECRE00002464.1	Partial	BLUEPRINT	phenotype	CL:0000096;PATO:0000461;UBERON:0013756
IHECRE00002464.1	Partial	BLUEPRINT	cell_type	mature neutrophil
IHECRE00002464.1	Partial	BLUEPRINT	markers	CD66b+ CD16+
IHECRE00002464.1	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00002464.1	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00002465.1	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00002465.1	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00002465.1	Partial	BLUEPRINT	donor_id	S00S7F
IHECRE00002465.1	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00002465.1	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00002465.1	Partial	BLUEPRINT	donor_sex	Female
